,t,x,y
0,0.0,0.012328372063789608,-0.03939997337439449
1,0.1,0.1138084357299997,0.11557575323474562
2,0.2,0.19204616711597047,0.21375995906702847
3,0.30000000000000004,0.2716634227514422,0.2577699958467186
4,0.4,0.39807843515817887,0.3585753317014269
5,0.5,0.4784845988596608,0.5681033981266203
6,0.6000000000000001,0.5793599268883285,0.5014221131794061
7,0.7000000000000001,0.6456768833885433,0.6321526016954243
8,0.8,0.7357352918667528,0.7256082401903372
9,0.9,0.7807925185899105,0.7680363601846458
10,1.0,0.8291577638954214,0.8788927823340219
11,1.1,0.8749108525446304,0.8926129995513129
12,1.2000000000000002,0.9242242131641736,1.016797327529572
13,1.3,0.9543769611501844,0.8381291163007583
14,1.4000000000000001,0.9927862097832176,0.9974270724736103
15,1.5,0.9907319680352076,1.0556321269977913
16,1.6,1.0196955315119405,0.938729693410118
17,1.7000000000000002,0.9871835411675565,0.9393089804106686
18,1.8,0.9725765522352096,0.9558451282418842
19,1.9000000000000001,0.9550505216528287,1.052451082346434
20,2.0,0.9136426413290176,0.8347370862333332
21,2.1,0.8602607700601249,0.8579455702759186
22,2.2,0.8175422945797511,0.8431169035498683
23,2.3000000000000003,0.7388684240865756,0.7873637422834463
24,2.4000000000000004,0.6912894269994104,0.7049278180048517
25,2.5,0.586026579975474,0.5989533846778334
26,2.6,0.5116089683808971,0.43653845648507983
27,2.7,0.4313794734263825,0.3807295312652085
28,2.8000000000000003,0.31376481035932907,0.2564884769182421
29,2.9000000000000004,0.2425532302817465,0.2471350783533156
30,3.0,0.13939699874499714,0.08532928944225221
31,3.1,0.03733287620011358,0.044881817848079555
32,3.2,-0.05580196590955523,0.01088762856877537
33,3.3000000000000003,-0.14966933976592234,-0.1218687129900563
34,3.4000000000000004,-0.2495213629207346,-0.19727603667204177
35,3.5,-0.3523732172043467,-0.31676077603666897
36,3.6,-0.4412946094983454,-0.44844321996928843
37,3.7,-0.5253416841035308,-0.5414578127248331
38,3.8000000000000003,-0.6198363236738734,-0.6487580330759769
39,3.9000000000000004,-0.6791807598054271,-0.7248148298904284
40,4.0,-0.7529978001738712,-0.7577695222801955
41,4.1000000000000005,-0.8180625642832736,-0.8750306938056346
42,4.2,-0.8765297614367411,-0.8637393366593125
43,4.3,-0.9099369505179484,-0.9344654163303077
44,4.4,-0.9442353638970549,-0.9494834195144223
45,4.5,-0.9747526871270645,-0.9576278054121823
46,4.6000000000000005,-0.990070075270983,-1.0483394433939675
47,4.7,-0.9984919346468054,-0.9906385349488901
48,4.800000000000001,-1.0093585018390454,-0.9958390332789655
49,4.9,-0.9885530981015529,-0.9086808603357768
50,5.0,-0.958354511298184,-0.995885740828032
51,5.1000000000000005,-0.9347944102296534,-0.9273916224828546
52,5.2,-0.8929044590048753,-0.898430010925794
53,5.300000000000001,-0.8206675386862174,-0.7763553777740436
54,5.4,-0.7786293802718461,-0.8535390453256908
55,5.5,-0.7023340251533373,-0.7827179984743601
56,5.6000000000000005,-0.6339034424385088,-0.5363013358844825
57,5.7,-0.5639215357059915,-0.5115058107504245
58,5.800000000000001,-0.4737512239014284,-0.5572323071812912
59,5.9,-0.384549655793347,-0.36893862469925376
60,6.0,-0.27857906607382793,-0.1966923823981256
61,6.1000000000000005,-0.19033132950783968,-0.21775756787499273
62,6.2,-0.07946168286856851,-0.09851653805944048
63,6.300000000000001,0.01413534137135417,-0.0334778434654352
64,6.4,0.1221365349695642,0.09683501197993781
65,6.5,0.21346362169788297,0.2585723125342575
66,6.6000000000000005,0.3076228459256447,0.3135332871663888
67,6.7,0.39397962862951064,0.3817844071743288
68,6.800000000000001,0.5152763636566179,0.3614723193607268
69,6.9,0.6012972789770625,0.5028170632173019
70,7.0,0.6645790705805151,0.6227974224451794
71,7.1000000000000005,0.7222337133529967,0.6825924828274165
72,7.2,0.8035476882171115,0.8012902652482141
73,7.300000000000001,0.8616569556489126,0.9248219371135122
74,7.4,0.8828590506040281,0.860839449787373
75,7.5,0.9456593589324616,1.0194143460855367
76,7.6000000000000005,0.9535547001581427,0.9181645549144736
77,7.7,0.986709733874589,0.9541315585036422
78,7.800000000000001,1.004074048965351,1.0522410522524912
79,7.9,1.0115660386231355,0.9720824758422982
80,8.0,0.9871216875131159,0.9246676180713486
81,8.1,0.9651371565527174,0.9167713731631316
82,8.200000000000001,0.9452603940501999,0.9848238088380633
83,8.3,0.9165505050487893,0.8736806444420232
84,8.4,0.8514151531987686,0.9130710296823694
85,8.5,0.8046506564447009,0.7775490543322331
86,8.6,0.7428971795114273,0.6430081370027599
87,8.700000000000001,0.6614597790091022,0.6339462509938044
88,8.8,0.5812551227507675,0.5454202421559571
89,8.9,0.5171024272700718,0.46097041855990717
90,9.0,0.4288478246205635,0.36114899208263157
91,9.1,0.32146305150724536,0.31586333915123116
92,9.200000000000001,0.22191920772143325,0.1848174617129525
93,9.3,0.132242640978442,0.14822638909641722
94,9.4,0.02180025841570494,-0.08223296756111795
95,9.5,-0.0635406821311636,-0.06625347274793236
96,9.600000000000001,-0.19270450643789097,-0.18394717510345387
97,9.700000000000001,-0.27386038764489207,-0.35131817260810194
98,9.8,-0.3675605170923483,-0.38878339022852765
99,9.9,-0.4687134192044487,-0.3864491920692236
100,10.0,-0.5458763963626404,-0.5921819694192832
101,10.100000000000001,-0.6315600437493526,-0.6403667520035661
102,10.200000000000001,-0.7027014143676201,-0.7397491450395395
103,10.3,-0.7819193111367065,-0.7215954971415864
104,10.4,-0.8189176219422666,-0.8620190278688817
105,10.5,-0.8878061088347242,-0.9140841439742751
106,10.600000000000001,-0.9210705164876576,-0.8635417555159141
107,10.700000000000001,-0.9645648493467519,-0.9591053867393137
108,10.8,-0.9884779785381301,-0.9936786178585998
109,10.9,-1.0001937364135356,-0.9843579097938896
110,11.0,-1.0102545954900946,-0.9638283460713561
111,11.100000000000001,-0.9969957213526955,-0.9070751842259306
112,11.200000000000001,-0.9908367110244968,-0.9280147810578346
113,11.3,-0.9553404584759693,-1.0113305224974483
114,11.4,-0.9242663716425824,-0.958396245051719
115,11.5,-0.8801787900113558,-0.8274700809289609
116,11.600000000000001,-0.8088164005575503,-0.8472413235860886
117,11.700000000000001,-0.7542007275805166,-0.7932619454102753
118,11.8,-0.6911396266896904,-0.6904228790400189
119,11.9,-0.6257255554612695,-0.6646106005524564
120,12.0,-0.5340510430908294,-0.5387617537956374
121,12.100000000000001,-0.4583855839891863,-0.5035951146245288
122,12.200000000000001,-0.33824443807021976,-0.38289197608327424
123,12.3,-0.27644745442483665,-0.25595012193977845
124,12.4,-0.16253906190338938,-0.19491496487755738
125,12.5,-0.05702257187162291,-0.04077359116548229
126,12.600000000000001,0.0426933613400783,0.001244923431168006
127,12.700000000000001,0.12209046296919614,0.15155161262977335
128,12.8,0.22521743910825764,0.2337694405048606
